title,artist,top genre,year,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,track_popularity
Angel,Fifth Harmony,dance pop,2017,124.0,53.0,74.0,-6.0,35.0,13.0,189.0,0.0,4.0,59
Touch (feat. Kid Ink),Little Mix,dance pop,2017,102.0,75.0,64.0,-4.0,49.0,53.0,203.0,4.0,11.0,59
We Don't Talk Anymore - DROELOE Remix,Charlie Puth,dance pop,2017,100.0,82.0,70.0,-5.0,45.0,67.0,218.0,49.0,22.0,59
Love Incredible (feat. Camila Cabello),Cashmere Cat,downtempo,2017,167.0,50.0,37.0,-9.0,20.0,21.0,180.0,6.0,12.0,59
No Vacancy (with Sebastián Yatra),OneRepublic,dance pop,2017,100.0,76.0,69.0,-4.0,14.0,59.0,223.0,8.0,4.0,57
Rich Boy,Galantis,big room,2017,110.0,90.0,74.0,-2.0,8.0,65.0,184.0,7.0,5.0,55
Lust for Life (with The Weeknd),Lana Del Rey,art pop,2017,100.0,67.0,51.0,-9.0,36.0,27.0,264.0,58.0,6.0,54
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,dance pop,2017,115.0,83.0,70.0,-6.0,36.0,63.0,245.0,28.0,27.0,54
Influence,Tove Lo,dance pop,2017,105.0,59.0,77.0,-10.0,11.0,33.0,225.0,10.0,5.0,54
Remember I Told You,Nick Jonas,dance pop,2017,113.0,53.0,68.0,-6.0,4.0,84.0,202.0,14.0,28.0,53
Messin' Around,Pitbull,dance pop,2017,158.0,81.0,57.0,-5.0,4.0,78.0,223.0,2.0,5.0,51
Water Under the Bridge,Adele,british soul,2017,95.0,84.0,60.0,-7.0,11.0,47.0,240.0,2.0,7.0,49
Free Me,Sia,australian dance,2017,87.0,46.0,27.0,-4.0,14.0,21.0,286.0,85.0,3.0,44
Kissing Strangers - Remix,DNCE,dance pop,2017,120.0,77.0,76.0,-6.0,8.0,81.0,202.0,8.0,5.0,43
A L I E N S,Coldplay,permanent wave,2017,148.0,88.0,43.0,-5.0,21.0,25.0,282.0,0.0,4.0,41
One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124.0,86.0,79.0,-3.0,8.0,59.0,215.0,4.0,11.0,86
Havana (feat. Young Thug),Camila Cabello,dance pop,2018,105.0,52.0,77.0,-4.0,13.0,39.0,217.0,18.0,3.0,85
I Like It,Cardi B,pop,2018,136.0,73.0,82.0,-4.0,37.0,65.0,253.0,10.0,13.0,85
New Rules,Dua Lipa,dance pop,2018,116.0,70.0,76.0,-6.0,15.0,61.0,209.0,0.0,7.0,84
There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2018,122.0,81.0,87.0,-4.0,8.0,97.0,199.0,38.0,6.0,84
no tears left to cry,Ariana Grande,dance pop,2018,122.0,71.0,70.0,-6.0,29.0,35.0,206.0,4.0,6.0,84
IDGAF,Dua Lipa,dance pop,2018,97.0,54.0,84.0,-6.0,8.0,51.0,218.0,4.0,9.0,84
In My Blood,Shawn Mendes,canadian pop,2018,140.0,71.0,62.0,-7.0,13.0,49.0,211.0,6.0,7.0,83
Wolves,Selena Gomez,dance pop,2018,125.0,80.0,72.0,-5.0,20.0,31.0,198.0,12.0,4.0,83
Dusk Till Dawn - Radio Edit,ZAYN,dance pop,2018,180.0,44.0,26.0,-7.0,11.0,10.0,239.0,10.0,4.0,83
Attention,Charlie Puth,dance pop,2018,100.0,61.0,78.0,-5.0,13.0,80.0,209.0,11.0,5.0,83
Electricity (with Dua Lipa),Silk City,edm,2018,118.0,67.0,59.0,-6.0,34.0,51.0,238.0,1.0,5.0,82
Love On The Brain,Rihanna,barbadian pop,2018,172.0,64.0,51.0,-5.0,8.0,38.0,224.0,7.0,5.0,82
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,2018,103.0,71.0,66.0,-4.0,8.0,74.0,175.0,3.0,5.0,82
Silence,Marshmello,brostep,2018,142.0,76.0,52.0,-3.0,17.0,29.0,181.0,26.0,9.0,82
Sorry Not Sorry,Demi Lovato,dance pop,2018,144.0,64.0,71.0,-7.0,26.0,89.0,204.0,2.0,23.0,81
Shallow - Radio Edit,Lady Gaga,dance pop,2018,96.0,33.0,57.0,-7.0,9.0,28.0,217.0,42.0,3.0,80
These Days,Rudimental,dance pop,2018,92.0,81.0,65.0,-4.0,17.0,55.0,211.0,19.0,5.0,80
What Lovers Do (feat. SZA),Maroon 5,pop,2018,110.0,60.0,80.0,-5.0,10.0,42.0,200.0,8.0,6.0,79
Finesse - Remix; feat. Cardi B,Bruno Mars,pop,2018,105.0,86.0,70.0,-5.0,2.0,93.0,217.0,2.0,10.0,78
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,pop,2018,95.0,30.0,59.0,-7.0,12.0,36.0,260.0,78.0,3.0,78
Bad At Love,Halsey,dance pop,2018,118.0,75.0,68.0,-4.0,9.0,61.0,181.0,6.0,3.0,78
Him & I (with Halsey),G-Eazy,hip hop,2018,88.0,73.0,59.0,-6.0,31.0,19.0,269.0,5.0,9.0,78
Friends (with BloodPop®),Justin Bieber,canadian pop,2018,105.0,73.0,74.0,-5.0,30.0,62.0,189.0,0.0,4.0,77
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,2018,98.0,67.0,67.0,-3.0,12.0,63.0,204.0,3.0,7.0,76
My My My!,Troye Sivan,dance pop,2018,103.0,46.0,70.0,-8.0,5.0,48.0,205.0,0.0,8.0,76
Capital Letters,Hailee Steinfeld,dance pop,2018,100.0,81.0,66.0,-6.0,5.0,46.0,219.0,3.0,8.0,76
Sick Boy,The Chainsmokers,electropop,2018,90.0,58.0,66.0,-8.0,12.0,45.0,193.0,11.0,5.0,76
Tequila,Dan + Shay,contemporary country,2018,86.0,59.0,47.0,-6.0,13.0,50.0,196.0,3.0,3.0,76
Look What You Made Me Do,Taylor Swift,pop,2018,128.0,71.0,77.0,-6.0,13.0,51.0,212.0,20.0,12.0,75
Youth (feat. Khalid),Shawn Mendes,canadian pop,2018,100.0,60.0,53.0,-7.0,13.0,32.0,191.0,56.0,12.0,75
Bad Liar,Selena Gomez,dance pop,2018,121.0,41.0,97.0,-6.0,8.0,73.0,215.0,19.0,7.0,75
Anywhere,Rita Ora,dance pop,2018,107.0,80.0,63.0,-4.0,10.0,32.0,215.0,4.0,6.0,74
Say Something,Justin Timberlake,dance pop,2018,97.0,63.0,71.0,-7.0,8.0,37.0,279.0,10.0,8.0,74
Chun-Li,Nicki Minaj,dance pop,2018,129.0,73.0,69.0,-5.0,11.0,48.0,192.0,28.0,37.0,73
Sign of the Times,Harry Styles,dance pop,2018,120.0,57.0,52.0,-5.0,11.0,21.0,341.0,3.0,3.0,72
Familiar,Liam Payne,dance pop,2018,93.0,81.0,64.0,-5.0,8.0,91.0,197.0,2.0,33.0,72
Let Me,ZAYN,dance pop,2018,168.0,57.0,46.0,-6.0,10.0,19.0,185.0,24.0,5.0,72
Supernova,Ansel Elgort,dance pop,2018,140.0,62.0,77.0,-5.0,21.0,68.0,191.0,6.0,10.0,72
Nervous,Shawn Mendes,canadian pop,2018,122.0,62.0,84.0,-7.0,13.0,74.0,164.0,4.0,8.0,71
First Time,Kygo,edm,2018,90.0,59.0,63.0,-7.0,10.0,68.0,194.0,20.0,11.0,71
End Game,Taylor Swift,pop,2018,159.0,59.0,65.0,-6.0,11.0,15.0,245.0,1.0,6.0,70
Mi Gente (feat. Beyoncé),J Balvin,latin,2018,105.0,72.0,76.0,-6.0,23.0,47.0,210.0,2.0,8.0,68
Lemon,N.E.R.D,hip hop,2018,95.0,73.0,92.0,-7.0,12.0,20.0,220.0,0.0,9.0,68
For You (With Rita Ora),Liam Payne,dance pop,2018,113.0,80.0,54.0,-5.0,42.0,18.0,243.0,2.0,3.0,67
Want To,Dua Lipa,dance pop,2018,92.0,69.0,57.0,-5.0,6.0,32.0,212.0,8.0,12.0,67
What I Need (feat. Kehlani),Hayley Kiyoko,dance pop,2018,104.0,79.0,63.0,-4.0,16.0,41.0,220.0,5.0,6.0,67
Wait,Maroon 5,pop,2018,126.0,60.0,66.0,-5.0,11.0,45.0,191.0,10.0,6.0,67
What About Us,P!nk,dance pop,2018,114.0,59.0,39.0,-6.0,9.0,19.0,272.0,3.0,6.0,66
Kissing Strangers,DNCE,dance pop,2018,120.0,74.0,77.0,-6.0,9.0,86.0,202.0,5.0,4.0,66
2U (feat. Justin Bieber),David Guetta,dance pop,2018,145.0,61.0,53.0,-7.0,23.0,53.0,195.0,23.0,6.0,65
Walk On Water (feat. Beyoncé),Eminem,detroit hip hop,2018,82.0,44.0,48.0,-10.0,64.0,62.0,304.0,81.0,24.0,65
This Town,Niall Horan,dance pop,2018,112.0,41.0,68.0,-8.0,12.0,20.0,233.0,70.0,3.0,64
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,dance pop,2018,94.0,69.0,73.0,-4.0,10.0,42.0,221.0,2.0,5.0,64
MOVE TO MIAMI,Enrique Iglesias,dance pop,2018,100.0,87.0,76.0,-4.0,7.0,90.0,169.0,3.0,5.0,64
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,downtempo,2018,100.0,64.0,75.0,-5.0,11.0,45.0,186.0,25.0,9.0,64
Filthy,Justin Timberlake,dance pop,2018,97.0,58.0,75.0,-6.0,25.0,65.0,294.0,4.0,14.0,62
Never Be the Same - Radio Edit,Camila Cabello,dance pop,2018,130.0,69.0,63.0,-4.0,12.0,25.0,227.0,16.0,9.0,57
Ferrari,Bebe Rexha,dance pop,2018,77.0,48.0,58.0,-6.0,10.0,42.0,213.0,2.0,3.0,57
Supplies,Justin Timberlake,dance pop,2018,120.0,55.0,79.0,-7.0,13.0,23.0,226.0,1.0,5.0,57
Boom Boom,RedOne,moroccan pop,2018,110.0,76.0,75.0,-8.0,20.0,58.0,248.0,0.0,5.0,53
...Ready For It? - BloodPop® Remix,Taylor Swift,pop,2018,160.0,84.0,58.0,-5.0,10.0,50.0,190.0,13.0,22.0,52
Drip (feat. Migos),Cardi B,pop,2018,130.0,59.0,97.0,-8.0,8.0,27.0,264.0,5.0,26.0,45
Tell Me You Love Me - NOTD Remix,Demi Lovato,dance pop,2018,102.0,77.0,58.0,-5.0,9.0,76.0,182.0,5.0,8.0,44
Memories,Maroon 5,pop,2019,91.0,32.0,76.0,-7.0,8.0,57.0,189.0,84.0,5.0,99
Lose You To Love Me,Selena Gomez,dance pop,2019,102.0,34.0,51.0,-9.0,21.0,9.0,206.0,58.0,4.0,97
Someone You Loved,Lewis Capaldi,pop,2019,110.0,41.0,50.0,-6.0,11.0,45.0,182.0,75.0,3.0,96
Señorita,Shawn Mendes,canadian pop,2019,117.0,54.0,76.0,-6.0,9.0,75.0,191.0,4.0,3.0,95
How Do You Sleep?,Sam Smith,pop,2019,111.0,68.0,48.0,-5.0,8.0,35.0,202.0,15.0,9.0,93
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,2019,98.0,62.0,86.0,-6.0,9.0,67.0,204.0,15.0,8.0,92
Trampoline (with ZAYN),SHAED,electropop,2019,127.0,46.0,62.0,-6.0,14.0,50.0,184.0,56.0,3.0,92
Happier,Marshmello,brostep,2019,100.0,79.0,69.0,-3.0,17.0,67.0,214.0,19.0,5.0,90
Truth Hurts,Lizzo,escape room,2019,158.0,62.0,72.0,-3.0,12.0,41.0,173.0,11.0,11.0,90
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,2019,96.0,89.0,67.0,-3.0,74.0,48.0,159.0,30.0,6.0,90
Higher Love,Kygo,edm,2019,104.0,68.0,69.0,-7.0,10.0,40.0,228.0,2.0,3.0,88
Only Human,Jonas Brothers,boy band,2019,94.0,50.0,80.0,-6.0,6.0,87.0,183.0,11.0,7.0,87
Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,93.0,65.0,64.0,-8.0,8.0,55.0,198.0,12.0,19.0,86
Sucker,Jonas Brothers,boy band,2019,138.0,73.0,84.0,-5.0,11.0,95.0,181.0,4.0,6.0,86
Don't Call Me Up,Mabel,dance pop,2019,99.0,88.0,67.0,-3.0,8.0,23.0,178.0,30.0,15.0,86
I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,102.0,68.0,80.0,-5.0,9.0,84.0,220.0,9.0,4.0,85
Talk (feat. Disclosure),Khalid,alternative r&b,2019,136.0,40.0,90.0,-9.0,6.0,35.0,198.0,5.0,13.0,84
Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,2019,122.0,89.0,81.0,-4.0,8.0,61.0,229.0,2.0,4.0,84
Takeaway,The Chainsmokers,electropop,2019,100.0,51.0,53.0,-8.0,10.0,35.0,210.0,13.0,3.0,83
All Around The World (La La La),R3HAB,big room,2019,125.0,86.0,73.0,-5.0,11.0,52.0,148.0,48.0,3.0,82
Girls Like You (feat. Cardi B),Maroon 5,pop,2019,125.0,54.0,85.0,-7.0,13.0,45.0,236.0,57.0,5.0,81
Call You Mine,The Chainsmokers,electropop,2019,104.0,70.0,59.0,-6.0,34.0,52.0,218.0,20.0,3.0,81
No Guidance (feat. Drake),Chris Brown,dance pop,2019,93.0,45.0,70.0,-7.0,16.0,14.0,261.0,12.0,15.0,81
Antisocial (with Travis Scott),Ed Sheeran,pop,2019,152.0,82.0,72.0,-5.0,36.0,91.0,162.0,13.0,5.0,78
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,electronic trap,2019,96.0,80.0,84.0,-4.0,6.0,62.0,213.0,16.0,23.0,77
Con Calma - Remix,Daddy Yankee,latin,2019,94.0,87.0,74.0,-3.0,4.0,61.0,181.0,17.0,5.0,76
Find U Again (feat. Camila Cabello),Mark Ronson,dance pop,2019,104.0,66.0,61.0,-7.0,20.0,16.0,176.0,1.0,3.0,75
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,2019,95.0,79.0,75.0,-6.0,7.0,61.0,206.0,21.0,12.0,75
"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,dance pop,2019,136.0,76.0,53.0,-5.0,9.0,65.0,260.0,7.0,34.0,70
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,2019,114.0,79.0,60.0,-6.0,42.0,24.0,217.0,1.0,7.0,69
Kills You Slowly,The Chainsmokers,electropop,2019,150.0,44.0,70.0,-9.0,13.0,23.0,213.0,6.0,6.0,67
Blinding Lights,The Weeknd,canadian contemporary r&b,2020,171.005,0.73,0.514,-5.934,0.0897,0.334,200.04,0.00146,0.0598,94
Dance Monkey,Tones And I,australian pop,2020,98.078,0.593,0.825,-6.401,0.17,0.54,209.755,0.688,0.0988,66
The Box,Roddy Ricch,melodic rap,2020,116.971,0.586,0.896,-6.687,0.79,0.642,196.653,0.104,0.0559,86
Roses - Imanbek Remix,SAINt JHN,melodic rap,2020,121.962,0.721,0.785,-5.457,0.285,0.894,176.219,0.0149,0.0506,65
Don't Start Now,Dua Lipa,dance pop,2020,123.95,0.793,0.793,-4.521,0.0951,0.679,183.29,0.0123,0.083,84
ROCKSTAR (feat. Roddy Ricch),DaBaby,north carolina hip hop,2020,89.977,0.69,0.746,-7.956,0.101,0.497,181.733,0.247,0.164,88
Watermelon Sugar,Harry Styles,pop,2020,95.39,0.816,0.548,-4.209,0.335,0.557,174.0,0.122,0.0465,91
death bed (coffee for your head),Powfu,sad rap,2020,144.026,0.431,0.726,-8.765,0.696,0.348,173.333,0.731,0.135,87
Falling,Trevor Daniel,alternative r&b,2020,127.087,0.43,0.784,-8.756,0.0887,0.236,159.382,0.123,0.0364,76
Someone You Loved,Lewis Capaldi,pop,2020,109.891,0.405,0.501,-5.679,0.105,0.446,182.161,0.751,0.0319,88
Tusa,KAROL G,latin,2020,101.085,0.715,0.803,-3.28,0.0574,0.574,200.96,0.295,0.298,82
ROXANNE,Arizona Zervas,pop rap,2020,116.735,0.601,0.621,-5.616,0.46,0.457,163.636,0.0522,0.148,84
Circles,Post Malone,dfw rap,2020,120.042,0.762,0.695,-3.497,0.0863,0.553,215.28,0.192,0.0395,88
Blueberry Faygo,Lil Mosey,melodic rap,2020,99.034,0.554,0.774,-7.909,0.132,0.349,162.547,0.207,0.0383,80
Intentions (feat. Quavo),Justin Bieber,canadian pop,2020,147.986,0.546,0.806,-6.637,0.102,0.874,212.867,0.3,0.0575,79
Toosie Slide,Drake,canadian hip hop,2020,81.604,0.49,0.83,-8.82,0.113,0.845,247.059,0.289,0.209,74
Before You Go,Lewis Capaldi,pop,2020,111.881,0.575,0.459,-4.858,0.0885,0.183,215.107,0.604,0.0573,84
Say So,Doja Cat,dance pop,2020,110.962,0.673,0.787,-4.577,0.0904,0.786,237.893,0.256,0.158,84
Memories,Maroon 5,pop,2020,91.019,0.32,0.764,-7.209,0.0822,0.575,189.486,0.837,0.0546,87
Life Is Good (feat. Drake),Future,atl hip hop,2020,142.053,0.574,0.795,-6.903,0.15,0.537,237.918,0.067,0.487,75
Savage Love (Laxed - Siren Beat),Jawsh 685,nz pop,2020,150.076,0.481,0.767,-8.52,0.269,0.761,171.375,0.234,0.0803,85
Adore You,Harry Styles,pop,2020,99.048,0.771,0.676,-3.675,0.102,0.569,207.133,0.0237,0.0483,86
Breaking Me,Topic,dance pop,2020,122.031,0.72,0.789,-5.652,0.129,0.664,166.794,0.223,0.218,86
Mood (feat. iann dior),24kGoldn,cali rap,2020,90.989,0.722,0.7,-3.558,0.272,0.756,140.526,0.221,0.0369,71
everything i wanted,Billie Eilish,electropop,2020,120.006,0.225,0.704,-14.454,0.106,0.243,245.426,0.902,0.0994,85
Señorita,Shawn Mendes,canadian pop,2020,116.967,0.548,0.759,-6.049,0.0828,0.749,190.8,0.0392,0.029,80
bad guy,Billie Eilish,electropop,2020,135.128,0.425,0.701,-10.965,0.1,0.562,194.088,0.328,0.375,87
WAP (feat. Megan Thee Stallion),Cardi B,dance pop,2020,133.073,0.454,0.935,-7.509,0.0824,0.357,187.541,0.0194,0.375,87
Sunday Best,Surfaces,bedroom soul,2020,112.022,0.525,0.878,-6.832,0.0714,0.694,158.571,0.183,0.0578,82
Godzilla (feat. Juice WRLD),Eminem,detroit hip hop,2020,165.995,0.745,0.808,-5.26,0.292,0.829,210.8,0.145,0.342,85
Yummy,Justin Bieber,canadian pop,2020,145.842,0.506,0.676,-6.652,0.118,0.497,208.52,0.345,0.0958,73
Break My Heart,Dua Lipa,dance pop,2020,113.011,0.729,0.73,-3.434,0.349,0.467,221.82,0.167,0.0884,82
Dynamite,BTS,k-pop,2020,114.044,0.765,0.746,-4.41,0.0936,0.737,199.054,0.0112,0.0993,81
Supalonely (feat. Gus Dapperton),BENEE,alt z,2020,128.978,0.631,0.862,-4.746,0.123,0.841,223.488,0.291,0.0515,66
ily (i love you baby) (feat. Emilee),Surf Mesa,tropical house,2020,112.05,0.774,0.674,-7.567,0.393,0.33,176.547,0.0686,0.0892,84
Rain On Me (with Ariana Grande),Lady Gaga,dance pop,2020,123.056,0.855,0.672,-3.764,0.323,0.646,182.2,0.021,0.0397,79
HIGHEST IN THE ROOM,Travis Scott,rap,2020,76.469,0.427,0.598,-8.764,0.21,0.0605,175.721,0.0546,0.0317,86
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2020,89.96,0.522,0.755,-4.368,0.0685,0.925,157.56,0.533,0.0575,81
Hawái,Maluma,latin,2020,180.067,0.727,0.783,-3.454,0.0626,0.558,199.112,0.185,0.389,81
Ride It,Regard,dance pop,2020,117.948,0.751,0.88,-4.258,0.106,0.884,157.606,0.177,0.0874,86
goosebumps,Travis Scott,rap,2020,130.049,0.728,0.841,-3.37,0.149,0.43,243.837,0.0847,0.0484,87
RITMO (Bad Boys For Life),Black Eyed Peas,dance pop,2020,105.095,0.704,0.723,-7.088,0.792,0.684,214.935,0.0259,0.0571,48
THE SCOTTS,THE SCOTTS,pop rap,2020,129.979,0.537,0.716,-7.648,0.157,0.28,165.978,0.233,0.0514,82
Safaera,Bad Bunny,latin,2020,96.172,0.829,0.607,-4.074,0.107,0.685,295.177,0.0103,0.379,81
lovely (with Khalid),Billie Eilish,electropop,2020,115.284,0.296,0.351,-10.109,0.095,0.12,200.186,0.934,0.0333,88
Lucid Dreams,Juice WRLD,chicago rap,2020,83.903,0.566,0.511,-7.23,0.34,0.218,239.836,0.349,0.2,86
Stuck with U (with Justin Bieber),Ariana Grande,dance pop,2020,178.765,0.45,0.597,-6.658,0.382,0.537,228.482,0.223,0.0418,85
If the World Was Ending - feat. Julia Michaels,JP Saxe,alt z,2020,75.801,0.473,0.464,-10.086,0.109,0.604,208.687,0.866,0.129,84
Physical,Dua Lipa,dance pop,2020,146.967,0.844,0.647,-3.756,0.102,0.746,193.829,0.0137,0.0457,78
SICKO MODE,Travis Scott,rap,2020,155.008,0.73,0.834,-3.714,0.124,0.446,312.82,0.00513,0.222,85
